,Title
1564,"Segunda parte de la Crónica del Perú, que trata del señorío de los Ineas Yupanquis y de sus grandes hechos y gobernacion, escrita por P"
1565,"Tercero libro de las Guerras civiles del Perú, el cual se llama la Guerra de Quito "
1566,The Fair Circassian
1567,A Modern Circe
1568,The Concise Guide to Bath
1569,"Where ought the New Cemetry [in Edinburgh] to be placed?-In the Meadows? Or in the King's Park? [Signed: a Citizen, i"
1570,"Elegy on the Death of George Clapperton, Esq"
1571,"Clare Abbey; or, the Trials of youth"
1572,"Elinor Clare; or, the Haunted oak"
1573,"A Voyage round the World, performed during the years 1790, 1791, and 1792, by Étienne Marchand, preceded by a historical introduction, and illustrated by charts, etc"
1574,Camille Desmoulins
1575,Camille Desmoulins and his Wife
1576,Historia de la Revolucion Francesa de 1870 á 1871 
1577,Paris depuis ses origines jusqu'en l'an 3000 
1578,Histoire épisodique de Bourgogne 
1579,Look Before You Leap
1580,Brock's Avalonian Guide: a history and description of the town & abbey of Glastonbury 
1581,Voyage of George Clarke to America
1582,The Century Reciter
1583,"The Marcus Clarke Memorial Volume, containing selections from the writings of Marcus Clarke, together with Lord Rosebery's letter, etc"
1584,[The History of Mexico
1585,Historia antigua de Méjico 
1586,Historia de la Antigua ó Baja California 
1587,"History of Bergen and Passaic Counties, New Jersey, with biographical sketches of many of its pioneers and prominent men "
1588,The Innocents Abroad
1589,[A Tramp Abroad
1590,Ethnographische beschrijving van de West- en Noordkust von Nederlandsch Nieuw-Guinea door F
1591,On the State of Society in France before the Revolution of 1789; and on the courses which led to that event 
1592,"A Clergyman's Recreation, or Sacred thoughts, in verse"
1593,Voyages of a Merchant Navigator of the Days that are past
1594,"The Humble Petition and Appeal of Thomas Cliffe, a poor shipwright, inhabiting at Northshields"
1595,"Gentleman Clifford, and his White Mare Brilliant: or, the Ladies' highwayman"
1596,"A Poetical Epistle to Henry Clifford, Esq"
1597,"Paul Clifford; or, Hurrah for the road"
1598,A Topographical and Historical Description of the Parish of Tixall in the County of Stafford
1599,Bygone Surrey
1600,The Hamilton Wedding: a humourous poem on the marriage of Lady Susan
1601,The Court Rolls of the Honor of Clitheroe 
1602,Only a Clod
1603,[Aperçu général sur l'Égypte
1604,Under a Cloud
1605,"Norman; or, Inherited fate"
1606,Captain Clutterbuck's Champagne
1607,"Notes on the Parishes of Fyfield, Kimpton, Penton Mewsey, Weyhill and Wherwell in the County of Hampshire "
1608,The Clyffards of Clyffe
1609,Selections from Cobbett's Political Works: being a complete abridgment of the 100 volumes which comprise the writings of “Porcupine” and the “Weekly Political Register
1610,"[Rural Rides in the Counties of Surrey, Kent, Sussex "
1611,"Mémoire historique sur l'abbaye de l'Île-Chauvet, ordre de St-Benoît, dans le diocèse de Luçon "
1612,Letter the Third 
1613,Remarks on the Geological Lectures of F
1614,"[Diary of Richard Cocks, Cape-Merchant in the English Factory in Japan, 1615-1622, with correspondence"
1615,"Sylvester Sound, the Somnambulist"
1616,"The Coffee Scuffle, occasioned by a contest between a learned Knight, and a pitifull pedagogue"
1617,On the Threshold of Central Africa
1618,"Moulmeaux près Rouen, so église-son histoire-le combat du 4 janvier 1871"
1619,Chicago and the Great Conflagration 
1620,A Guide to Colchester and its Environs; with notes on the flora and entomology of the district
1621,The History and Antiquities of Colchester Castle
1622,"Cenni storici dell'antico e moderno insigne borgo di Melegnano, raccolti in parte colla scorta della manoscritta descrizione che ne fece il M"
1623,"Lorimer Littlegood Esq, a young gentleman who wished to see society, and saw it accordingly"
1624,The Thousand Best Poems in the World
1625,A Bibliographical and Descriptive Tour from Scarborough to the Library of a Philobiblist [i
1626,"Memoirs of the Life, Writings, and Character, of the late Thomas Hinderwell, Esq"
1627,"A Tribute to the Memory of William Abbott, of Scarborough, who died January 18"
1628,The Story of Dinuzulu 
1629,Truth with Honour
1630,Ravenstone
1631,The Poetical Works of Samuel T
1632,The Poetical Works of Samuel Taylor Coleridge
1633,The Poetical Works of Samuel Taylor Coleridge
1634,Coleridge's Poems
1635,The rime of the ancient mariner
1636,"Osorio, a tragedy; as originally written in 1797 "
1637,[A collection of ballads printed in London
1638,"A collection of odes, songs, and epigrams, against the Whigs, alias the blue and buff; in which are included"
1639,A Collection of Poems by Several Hands
1640,A Collection of Poems in four volumes
1641,A Collection of Poems: viz
1642,"A Collection of Seventy-nine Black-Letter Ballads and Broadsides, printed in the reign of Queen Elizabeth, between the years 1559 and 1597"
1643,"[A Collection of Seventy-nine Black-Letter Ballads and Broadsides, printed in the reign of Queen Elizabeth, between the years 1559 and 1597"
1644,France on the Eve of the Great Revolution
1645,The Works of John Collier-Tim Bobbin-in prose and verse
1646,Fables and other Pieces in Verse 
1647,A Pilgrimage to the Saga-Steads of Iceland
1648,[An Account of the English Colony in New South Wales 
1649,Pen Sketches by a Vanished Hand
1650,"Attic Salt: or, Epigrammatic sayings "
1651,Selections from the Poetical Works of Mortimer Collins made by F
1652,Sweet and Twenty
1653,The Village Comedy
1654,You play me false
1655,The Woodleighs of Amscote 
1656,"Historical Sketches of Kentucky: embracing its history, antiquities and natural curiosities, geographical, statistical and geological descriptions; with anecdotes of pioneer life "
1657,Armadale 
1658,Blind Love 
1659,The Haunted Hotel
1660,"[Rambles beyond Railways; or, Notes in Cornwall taken a-foot "
1661,Journal of H
1662,"Poems; and Theodore, an opera"
1663,"An Historical Record of the Light Horse Volunteers of London and Westminster; with the muster rolls from the first formation of the regiment, MDCCLXXIX, to the relodgement of the standards in the Tower, MDCCCXXIX"
1664,"Ilkley, Ancient and Modern "
1665,"The Spleen, or, Islington-Spa; a comick piece, of two acts, etc"
1666,The Iron Chest: a play; in three acts
1667,[[Deux mères
1668,The Great War of 189-
1669,"Letters written from Colombia, during a journey from Caracas to Bogotá, and thence to Santa Martha, in 1823"
1670,"Notes on Colombia, taken in the years 1822-3"
1671,"Lettera in lingua spagnuola diretta da Cristoforo Colombo a Luis de Santangel, 15 febbrajo 14 marzo 1493, riprodotta a fac-simile ed illustrata per cura di Gerolamo d'Adda, etc"
1672,Personal Narrative of the First Voyage of Columbus to America
1673,Histoire de la province & comté de Bigorre
1674,Amongst the Shans 
1675,Report on the Railway Connexion of Burmah and China 
1676,The “Dewey” Souvenir [of the battle of Manila Bay]
1677,Some Account of Colton and of the De Wasteney's Family
1678,[Some Account of Colton and of the De Wasteney's Family
1679,Gli Studî geografici nel I secolo dell'Impero romano
1680,The Land of the Nile Springs
1681,Colymbia
1682,"Nuova planimetria della regia città di Venezia, distributa in venti tavole "
1683,"Doctor Syntax's Three Tours: in search of the picturesque, consolation, and a wife "
1684,Voyage au golfe de Californie 
1685,[L'Amérique telle qu'elle est
1686,Gustave Lambert au Pôle Nord
1687,"The Historical Memoirs of Philip de Comines, etc"
1688,The Memoirs of Philip de Comines 
1689,The Young Commander
1690,The Ups and Downs of an Old Maid's Life
1691,"Irene, a poem, in six cantos"
1692,"A Mendip Valley, its inhabitants and surroundings, being an enlarged and illustrated edition of Winscombe Sketches "
1693,State of the Philippine Islands
1694,Confessions of a Coward and Coquette
1695,Confidences
1696,The Comedies of William Congreve
1697,Le Fourbe
1698,Through Connemara in a Governess Cart
1699,Convict 99
1700,Un Homme [Viscount Félix J
1701,"Fifiana: or, Memorials of the East of Fife"
1702,Le Nord pittoresque de la France 
1703,Histoire de la révolution du XVIe siècle dans les Pays-Bas 
1704,Diana: the sonnets and other poems of Henry Constable 
1705,"Madame Constance, the autobiography of a Frenchwoman in England"
1706,Constantinople and its Environs
1707,"The Siege of Constantinople; a tragedy, etc"
1708,La Cruzada libertadora
1709,Conversation
1710,"Outlines of the Geology of England and Wales, with an introductory compendium of the general principles of that science, and comparative views of the structure of foreign countries"
1711,"[The Sot-weed Factor: or, a Voyage to Maryland"
1712,"[An Account of a Voyage round the World, in the years MDCCLXVIII, MDCCLXIX, MDCCLXX, and MDCCLXXI"
1713,Captain Cook's Original Voyages round the World 
1714,Chapman's Centenary Memorial of Captain Cook's Description of New Zealand one hundred years ago
1715,Captain Cook's Voyages round the World
1716,"The Life, Voyages und Discoveries of Captain James Cook"
1717,A Holiday Tour in Europe
1718,Cook's Scottish Tourist Official Directory
1719,Short Sketch of the Campaign in Austria of 1866 
1720,Twenty Four Select Views in Italy: engraved by and under the direction of W
1721,"[With the Armies of the Balkans and at Gallipoli in 1877-1878, etc"
1722,"The Memoir on the Lake Regions of East Africa, reviewed, in reply to Capt"
1723,"A History and Description of New England, general and local "
1724,The Colonies of the United Kingdom
1725,Annals of Cambridge
1726,"Lucy Hardinge, of het Vervolg der Lotgevallen van Miles Wallingfort"
1727,Notices of Hastings and its Municipal Institutions 
1728,"Jyl of Breyntfords Testament, by Robert Copland "
1729,"Nieuwe beschrijving van het bisdom van 's Hertogenbosch, naar aanleiding van het Katholijk Meijerijsch Memorieboek van A"
1730,Histoire de Pey Berland et du pays bordelais au XVe siècle 
1731,"Sisyphus; King of Ephyra, grand opera in three acts, words by F"
1732,"Corinth, and other poems"
1733,"The Poets' Corner, or Haunts and homes of the poets "
1734,"Avvisi del cavaliere Federico Cornaro, ambasciatore veneto, circa l'assedio e la presa della fortezza di Buda nell'anno 1686"
1735,The Extravagant Sheepherd
1736,"[Cornell's Primary Geography, forming part first of a systematic series of school geographies"
1737,Mrs
1738,[The History of Rome: from the earliest period to the close of the Empire
1739,Danielis Cornides Vindiciæ anonymi Belae regis notarii
1740,Cornish Coves and Corners
1741,An Unsentimental Journey through Cornwall
1742,The Hero
1743,The Double Coronet
1744,Rectificaciones y adiciones á la obra: “Cartagena y sus cercanías” del señor José P
1745,Corruption
1746,"[Quatro cartas de Hernan Cortès, dirigidas al Emperador Carlos V"
1747,Cartas y relaciones de Hernan Cortés al Emperador Carlos V
1748,"The Despatches of Hernando Cortes, the conqueror of Mexico, addressed to the Emperor Charles V"
1749,Archivo mexicano
1750,"The Ancient Fragments; containing what remains of the writings of Sanchoniatho, Berossus, Abydenus, Megasthenes, and Manetho"
1751,"The Dictionary of Dublin, being a comprehensive guide to the city and its neighbourhood "
1752,"The Sportsman in Ireland, with his summer route through the Highlands of Scotland"
1753,Nero
1754,"The Cossack: a poem, in three cantos"
1755,Satires républicaines
1756,The Cost of a Secret
1757,A Treatise on Ore Deposits 
1758,"The Cottage Girl; or, the Marriage-Day"
1759,"[The Cottage Girl; or, the Marriage-Day"
1760,Summer Holidays in North East England
1761,Bishop Cotton's View on the “Nil Darpan” Question
1762,"Elegiac Tears, or Plaintive epsitles; being a poetical translation of the Rev"
1763,The Evolution of France under the Third Republic 
1764,[The Evolution of France under the Third Republic 
1765,"The History of Polperro, a fishing town on the south coast of Cornwall; being a description of the place, its people, their manners, customs, modes of industry, &c"
1766,Chez nos Indiens
1767,Histoire de Jussey
1768,Chinon et ses environs 
1769,Her own Counsel
1770,"The Counterfeits, a comedy"
1771,"Counterparts, or the Cross of love"
1772,An Unknown Country
1773,The Country Book-Club
1774,"The Country Parish: a poem, by a Norfolk Clergyman"
1775,"The Country 'Squire: or, a Christmas gambol"
1776,A County Family
1777,"The Constant Couple; or, Though out of sight, ne'er out of mind"
1778,"Memoirs of the Court of France, from the year 1684 to the year 1720, now first translated from the Diary of the Marquis de Dangeau [i"
1779,Court Royal
