,Authors	Contributors,Author,Contribututors
2882,,"GIBSON, William Sidney.","CREW, Nathaniel "
2883,,"GIBSON, William Sidney.","POTTER, Ambrose George."
2884,,"GIFFORD, Thomas ","STEVENSON, Thomas George."
2885,,"GIGAS, Emil.","REBOLLEDO, Bernardino de "
2886,,,"TEMPLEMAN, James."
2887,,"GILBERT, Josiah ","CHURCHILL, George Cheetham."
2888,,"GILDER, Jeannette Leonard.","LATHROP, George Parsons."
2889,,"GILDON, Charles.","ROWE, Nicholas."
2890,,"GILKES, Arthur Herman.","GREIFFENHAGEN, Maurice."
2891,,"GILL, Isobel ","GILL, David "
2892,,"GILL, Wilfred Austin.","LEFROY, Edward Cracroft."
2893,,"GILL, William John ","YULE, Henry "
2894,,"GILL, William John ","BABER, Edward Colborne."
2895,,"GILLESPY, Thomas ","HICKS, William "
2896,,"GILLIES, James Brown.","GEIKIE, James."
2897,,"GILLIES, Mary.","Foster, Myles Birket"
2898,,"GILLIS, James A.","Cleveland, Grover"
2899,,"GILLMORE, Parker.","HALL, Sydney Prior."
2900,,"GILLMORE, Parker.","HALL, Sydney Prior."
2901,,"GILLY, William O. S.","GILLY, William Stephen."
2902,,"GILPIN, John ","OMPTEDA, Christian Friedrich Wilhelm von "
2903,,"GINDELY, Anton.","TEN BROOK, Andrew."
2904,,"GINISTY, Paul.","BULL, Stephen "
2905,,"GIORDANO, Fabio.","GIANPIETRI, Angelo Trojano."
2906,,Giraldus ,"HOARE, Richard Colt "
2907,,"GIRARD, Fulgence.","Johannot, Tony"
2908,,"GIRARD, J. B. ","BARESTE, Alphonse."
2909,,"GIRARDIN, Jules Marie Alfred.","FRITH, Henry."
2910,,"GIRARDIN, Jules Marie Alfred.","FRITH, Henry."
2911,,"GIRARDIN, Louis Stanislas Cécile Xavier de ","STOCKDALE, John Joseph."
2912,,"GIRARDOT, Auguste Théodore de ","BALLOT, Auguste Louis."
2913,,"GIRAUD, Francis Frederick ","DONNE, Charles Edward."
2914,,"GIRAUD, Victor ","RIOU, Édouard."
2915,,"GIRAULT, P. A. Eusèbe ","SKELTON, Joseph "
2916,,,"WYNNE, Catherine Simpson."
2917,,,"ARGLES, afterwards HUNGERFORD, Margaret Wolfe."
2918,,,"BEAUCÉ, Jean Adolphe."
2919,,"GIROUARD, Désiré.","CAVELIER, René Robert "
2920,,"GIUSTINIANI, Vincenzo ","RODOCANACHI, Emmanuel."
2921,,,"BEALE, Anne."
2922,,,"RENWICK, Robert."
2923,,,"BARTLETT, William Henry."
2924,,Stuart,"BUCKLE, Henry Thomas."
2925,,Stuart,"BUCKLE, Henry Thomas."
2926,,Stuart,"BUCKLE, Henry Thomas."
2927,,"GLINKA, Sergei Nikolaevich.","SCHWERIN, Wilhelm Friedrich Carl von "
2928,,"GLINKA, Vladimir.","GLINKA, Sergei Nikolaevich."
2929,,"GLISZCZYŃSKI, Michał.","SKAL'KOVSKY, Apollon Aleksandrovich."
2930,,,"COLE, Robert "
2931,,"GLOVER, Stephen ","NOBLE, Thomas."
2932,,"GLYDE, John.","HALDIMAND, William."
2933,,,"DE WINTON, afterwards STRETTON, Julia Cecilia."
2934,,"GNAPHEUS, Gulielmus.","PALSGRAVE, John."
2935,,"GNEIST, Heinrich Rudolph von.","KEANE, Augustus Henry."
2936,,"GNEIST, Heinrich Rudolph von.","ASHWORTH, Philip Arthur."
2937,,"GNEIST, Heinrich Rudolph von.","ASHWORTH, Philip Arthur."
2938,,"GOBINEAU, Joseph Arthur de ","HOTZ, H."
2939,,"GOBINEAU, Joseph Arthur de ","SCHEMANN, Ludwig."
2940,,"GODARD, Léon.","Doré, Gustave"
2941,,"GODKIN, James ","WALKER, John A. "
2942,,"GODLONTON, Robert.","STOCKENSTROM, Andries "
2943,,"GODLONTON, Robert ","IRVING, Edward "
2944,,"GODWIN, Rupert.","Braddon, M. E. (Mary Elizabeth)"
2945,,"GOECKE, Rudolf.","ILGEN, Theodor."
2946,,"GOEDE, Christian August Gottlieb.","HORNE, Thomas "
2947,,"GOERGES, Wilhelm.","SPEHR, Ferdinand."
2948,,"Goethe, Johann Wolfgang von","SCHUCHARDT, Christian."
2949,,"Goethe, Johann Wolfgang von","DUENTZER, Heinrich."
2950,,"Goethe, Johann Wolfgang von","S., B."
2951,,"Goethe, Johann Wolfgang von","GARRIDO DE RODRIGUEZ MOURELO, Fanny G."
2952,,"GOETZE, Adolph.","GRAHAM, George "
2953,,"GOFFART, N. ","GOFFART, E."
2954,,"GOIFFON, Étienne.","MÉNARD, Léon."
2955,,"GOLBÉRY, Sylvain Meinrad Xavier de.","BERGK, Johann Adam."
2956,,,"GLADSTONE, George "
2957,,"GOLDBERG, W. F. ","PIESSE, G. Chaplin."
2958,,"GOLDMANN, Freimund.","GOLDMANN, G."
2959,,"GOLDSMID, Edmund Marsden ","GOLDSMID, G."
2960,,"Goldsmith, Oliver","PERCY, Thomas "
2961,,"Goldsmith, Oliver","ROSE, Samuel."
2962,,"Goldsmith, Oliver","CUNNINGHAM, Peter "
2963,,"Goldsmith, Oliver","SPALDING, William "
2964,,"Goldsmith, Oliver","WALLER, John Francis."
2965,,"Goldsmith, Oliver","DULCKEN, Henry William."
2966,,"Goldsmith, Oliver","WALLER, John Francis."
2967,,"Goldsmith, Oliver","WALLER, John Francis."
2968,,"Goldsmith, Oliver","WALLER, John Francis."
2969,,"Goldsmith, Oliver","AIKIN, John "
2970,,"Goldsmith, Oliver","ALKEN, Samuel."
2971,,"Goldsmith, Oliver","SPALDING, William "
2972,,"Goldsmith, Oliver","ISNARD, R. J."
2973,,"Goldsmith, Oliver","RICHARDSON, Harry Linley."
2974,,"Goldsmith, Oliver","BULMER, John "
2975,,"Goldsmith, Oliver","Shirlaw, Walter"
2976,,"Goldsmith, Oliver","COOTE, Charles "
2977,,"Goldsmith, Oliver","ARAGON, Alexandrine."
2978,,"Goldsmith, Oliver","SIMPSON, Robert "
2979,,"Goldsmith, Oliver","MULREADY, William."
2980,,"Goldsmith, Oliver","MULREADY, William."
2981,,"Goldsmith, Oliver","BROCK, Charles Edmund."
2982,,"GOLDWIN, William.","SMART, Isaac."
2983,,"GOLITSUIN, Emmanuel Mikhailovich ","MESMES, Jean Jacques de "
2984,,"GOLOVNIN, Vasily Mikhailovich.","GRECH, Nikolai Ivanovich."
2985,,"GOLOVNIN, Vasily Mikhailovich.","R., S."
2986,,"GOMBOUST, Jacques.","FRÈRE, Édouard Benjamin."
2987,,"GÓMEZ, Juan Gualberto.","SENDRAS Y BURIN, Antonio."
2988,,"GÓMEZ DE VIDAURRE, Felipe.","MEDINA, José Toribio."
2989,,"GONON, Pierre Marie.","VAUCANSON, Jacques de."
2990,,"GONZÁLEZ GUINÁN, Francisco.","ROJAS PAÚL, Juan Pablo "
2991,,"GONZÁLEZ HERNÁNDEZ, Tomás ","HALL, Spencer "
2992,,"GONZENBACH, C. von.","MAINELLA, Rafaello."
2993,,"GOOD, John Mason.","COOPER, Samuel "
2994,,"GOODE, William Athelstane Meredith.","EVANS, Robley Dunglison "
2995,,"GOODLAD, William Albert.","G., W. A."
2996,,"GOODLOE, Abbe Carter.","GIBSON, Charles Dana."
2997,,"GOODMAN, Godfrey ","BREWER, John Sherren "
2998,,"Gopčević, Spiridion","HRON, Carl."
2999,,"GORDON, Alexander ","HALSTED, Elinor."
3000,,"GORDON, Charles George ","HILL, George Birkbeck Norman."
3001,,"GORDON, George H. ","POPE, John "
3002,,"GORDON, James Bentley.","JONES, Thomas "
3003,,"GORDON, James Bentley.","LA MONTAGNE, Pierre de "
3004,,"GORDON, Julia Emily.","G., J. E."
3005,,"GORDON, Julien ","CRUGER, Julie Grinnell."
3006,,"GORDON, Lucie Duff ","AUSTIN, Sarah."
3007,,"GORDON, Lucie Duff ","Ross, Janet"
3008,,"GOREMUIKIN, I. L.","DOBROWOLSKI, Adam "
3009,,"GORKUM, Jan Egbertus van.","JANSSEN, Leonardus Jan Frederik."
3010,,"GOSS, Warren Lee.","NAST, Thomas."
3011,,,"ROWLANDS, Samuel."
3012,,"GOTTSCHALK, Louis Moreau.","GOTTSCHALK, Clara."
3013,,,"WAERDER, H. Griffioen van."
3014,,"GOUDÉ, Charles.","GUILLOTIN DE CORSON, Amédée."
3015,,"GOUDEAU, Émile.","Lepère, Auguste"
3016,,"GOUDEAU, Émile.","VIDAL, Pierre "
3017,,"GOUGER, Robert.","HODDER, Edwin."
3018,,Baring,"MUNNS, B."
3019,,Baring,"ROGERS, J. E."
3020,,Baring,"SAVAGE, Reginald."
3021,,"GOURDON, Edouard.","MORIN, Edmond "
3022,,"GOUW, Jan ter.","GREIVE, J. C."
3023,,,"NORWAY, Arthur Hamilton."
3024,,,"T., B."
3025,,"GOWANS, James ","SHEPHERD, Thomas Hosmer."
3026,,"GOWER, George Granville Leveson ","BROWNING, Oscar."
3027,,"GOWER, Harriet Catherine Leveson ","GOWER, Francis Leveson "
3028,,"GRAAE, Th.","LORNSEN, Uwe Jens."
3029,,"GRABINSKI, Giuseppe ","PASQUIER, Étienne Denis "
3030,,"GRADY, Thomas.","BRUCE, George Evans "
3031,,"GRADY, Thomas.","BRUCE, George Evans "
3032,,"GRAEME, Adam.","Oliphant, (Margaret) "
3033,,"GRAEME, Adam.","Oliphant, (Margaret) "
3034,,"GRAHAM, Alexander ","ASHBEE, Henry Spencer."
3035,,"GRAHAM, John ","KIRK, John "
3036,,"GRAHAME, James ","QUINCY, Josiah "
3037,,"GRAIMBERG, Carl von ","BAUER, George "
3038,,"GRANDIN, Léonce.","MAITREJEAN, L."
3039,,,"ROBINSON, Frederick William."
3040,,"Grant, Anne MacVicar","THOMSON, George "
3041,,"GRANT, Charles ","CAPPER, John Brainerd."
3042,,"Grant, Charles ","GRANT, Louis Charles "
3043,,"GRANTHAM, Thomas ","BROCK, Robert Alonzo."
3044,,,"ASTLEY, Francis Dukinfield."
3045,,"GRAVES, Clotilda Inez Mary.","Stevenson, Robert Louis"
3046,,"GRAVES, Clotilda Inez Mary.","FARJEON, Benjamin Leopold."
3047,,"GRAVIER, Gabriel.","CAVELIER, René Robert "
3048,,"GRAVIER, Gabriel.","CAVELIER, René Robert "
3049,,"GRAY, John Henry ","GREGOR, William Gow."
3050,,"GRAY, John Miller.","MACDONALD, William Rae."
3051,,"GRAY, Thomas ","MASON, William "
3052,,"GRAY, Thomas ","WAKEFIELD, Gilbert "
3053,,"GRAY, Thomas ","G., E. B."
3054,,"Gray, Thomas","ROUSE, R. W. A."
3055,,"GRAY, Thomas ","WILLIAMS, James Leon."
3056,,"GRAY, Thomas ","ANSTEY, Christopher."
3057,,"GRAY, Thomas ","ROBERTS, John "
3058,,"GRAY, William ",Dochard 
3059,,,"NORWOOD, Bertha."
3060,,,"CHANDLER, Henry William."
3061,,,"CLAXTON, Christopher."
3062,,,"MURPHY, Arthur."
3063,,,"CRESSWELL, Henry "
3064,,"GREEN, Henry ","WIGRAM, Robert "
3065,,"GREEN, John Richard.","GREEN, Alice Stopford."
3066,,"GREEN, John Richard.","KIRCHNER, E. "
3067,,"GREEN, Mary ","MILNES, W. H."
3068,,"GREEN, Matthew.","GLOVER, Richard "
3069,,"GREEN, Philip James.","GREEN, Richard Lee."
3070,,"GREEN, Samuel Gosnell.","WHYMPER, Edward."
3071,,,"WILLIAMSON, A. "
3072,,"GREENWOOD, George ","HUTTON, James "
3073,,"GREENWOOD, George ","HUTTON, James "
3074,,"GREENWOOD, George ","GREENWOOD, Granville George "
3075,,"GREENWOOD, James ","KEYL, Frederick William."
3076,,"GREENWOOD, James ","MELVILLE, Harden S."
3077,,"GREG, Robert Philips ","LETTSOM, William Garrow."
3078,,"GRÉGOIRE, Henri Baptiste ","EGGER, A. Émile."
3079,,"GREGOR, James ","SHEDLOCK, Marie L."
3080,,"GREGOROVIUS, Ferdinand.","MORRIS, Edward Joy."
3081,,"GREGOROVIUS, Ferdinand.","BOELL, Louis."
3082,,"GREGOROVIUS, Ferdinand.","ROBINSON, Mary E."
3083,,"GREGOROVIUS, Ferdinand.","FAIRBAIRN, M. Douglass."
3084,,,"SCHULZ, Fritz."
3085,,"GREGORY, James ","CROMBIE, Alexander."
3086,,"GREIG, John ","BRUCE, Archibald "
3087,,GREINER ,"SOEST, Gerardus Hubertus van."
3088,,GRELLET,"DUREY DE MEINIÈRES, Jean Baptiste François."
3089,,"GRELLMANN, Heinrich Moritz Gottlieb.","RAPER, Matthew."
3090,,"GRENET, J. ","MAHIAS, Jules."
3091,,"GRENTE, Joseph ","HAVARD, Oscar."
3092,,"GRESWOLD, John.","CLIVE, Caroline."
3093,,"GREVE, J. ","FALCK, Niels Nikolaus."
3094,,"GREVILLE, Fulke ","GROSART, Alexander Balloch."
3095,,,"SHARP, Thomas "
3096,,"GREY, Zachary.","BACON, Montagu."
3097,,,"CHURCH, A. B. "
3098,,"GRIESINGER, Carl Theodor.","PFAFF, Carl "
3099,,,"MELVILLE, Harden S."
3100,,"GRIFFITH, Amyas.","COLTHURST, John Conway "
3101,,"GRIFFITH, Lucinda Darby.","GRIFFITH, George Darby."
3102,,"GRIFFITHS, Charlotte M.","COLLINS, T. H."
3103,,"GRIGOR'EV, Vasily Vasil'evich.","Lerkh, Petr"
3104,,"GRIMBLE, Augustus.","THORBURN, Archibald."
3105,,,"MACKAY, Charles."
3106,,"GRISWOLD, Rufus Wilmot.","STODDARD, Richard Henry."
3107,,"GRODEKOV, Nikolai Ivanovich.","MARVIN, Charles."
3108,,"GRONE, Carl von.","GRONE, A. C. E. von."
3109,,"GRONLUND, Laurence.","DANTON, Georges Jacques."
3110,,"GROS, Jules ","SOLEILLET, Jean Joseph Marie Michel Paul."
3111,,,"RUSSELL, William Clark."
3112,,"GROT, Yakov Karlovich.","PUGACHEV, Emel'yan Ivanovich."
3113,,"GROTE, George.","BAIN, Alexander "
3114,,"GROTE, George.","GROTE, Harriet."
3115,,"GROTE, George.","G., H."
3116,,,"GREEN, Samuel Abbott."
3117,,,"GREEN, Samuel Abbott."
3118,,"GROVES, Anthony Norris.","SCOTT, Alexander John "
3119,,"GROVES, John Percy.","PEARCE, W. "
3120,,"GRUBE, August Wilhelm.","SHADWELL, John Lancelot."
3121,,"GRUBE, August Wilhelm.","SHADWELL, John Lancelot."
3122,,,"SMITH, John Brown "
3123,,GRUNER ,"CHODŹKO, Jakób Leonard."
3124,,"G...S, L...S.","BEDIN, Auguste."
3125,,GSELL,"CHISHOLM, George Goudie."
3126,,,"GARTH, Samuel "
3127,,,"GARTH, Samuel "
3128,,"GUÀITOLI, Paolo.","GUAITOLI, Policarpo."
3129,,"GUARINI, Giovanni Battista.","CROSS, Thomas "
3130,,"GUASCO, Carlo ",CIVALIERI
3131,,"GUASCONI, Bernardino.","GARGANI, Gargano T."
3132,,"GUÉRARD, François Antoine Henri ","BOUTINEAU, Émile Auguste."
3133,,"Guericke, Otto von","HOFFMANN, Friedrich Wilhelm "
3134,,"GUERS, É. ","HAYWARD, Henry "
3135,,"GUËT, Isidor.","COLLART, François de."
3136,,"GUIBERT, Michel Claude.","HARDY, Michel."
3137,,"GUICCIARDINI, Lodovico.","KIEL, Cornelis van."
3138,,,"JUBINAL, Michel Louis Achille."
3139,,"GUIDICINI, Giuseppe di Giovanni Battista.","GUIDICINI, Ferdinando."
3140,,"GUILAINE, Louis.","GAUTIER, Émile "
3141,,"GUILBERT DE PIXÉRÉCOURT, René Charles.","COBB, James."
3142,,"GUILLAUME DE VAUDONCOURT, Frédéric ","WALTON, William "
3143,,"Guillaumet, Gustave","MOUTON, Eugène."
3144,,"GUILLEMARD, Francis Henry Hill.","WHYMPER, Charles."
3145,,"Guillemard, Mary F.","PARTRIDGE, J. Bernard "
3146,,"GUILLER, Louis Marie François.","ESNAULT, Gustave René."
3147,,"GUINOT, Eugène.","Janin, Jules Gabriel"
3148,,"GUINOT, Eugène.","Johannot, Tony"
3149,,"GUIOT, Florent.","DUNANT, Émile."
3150,,"GUIZOT, François Pierre Guillaume.","KNIGHT, George Wells."
3151,,"GUIZOT, François Pierre Guillaume.","WITT, Henriette de."
3152,,"GUIZOT, François Pierre Guillaume.","THOMAS, William Moy."
3153,,"GUIZOT, François Pierre Guillaume.","NEUVILLE, Alfred de."
3154,,"GUIZOT, François Pierre Guillaume.","WITT, Henriette de."
3155,,"GUIZOT, François Pierre Guillaume.","BLACK, Robert "
3156,,"GUIZOT, François Pierre Guillaume.","CLAPIN, Alfred Charles."
3157,,"GUIZOT, François Pierre Guillaume.","SCOBLE, Andrew Richard "
3158,,"GUIZOT, François Pierre Guillaume.","SCOBLE, Andrew Richard "
3159,,"GUIZOT, François Pierre Guillaume.","SCOBLE, Andrew Richard "
3160,,"GUKOVSKY, Konstantin Pavlovich.","JAUNIUS, Kazimieras."
3161,,"GULLY, Robert.",DENHAM 
3162,,"GUNN, Adam ","MACKAY, John "
3163,,"GUNN, Harriet.","TURNER, Dawson."
3164,,"GUNNING, William D.","GUNNING, Mary."
3165,,"GUNTON, Simon.","J., C."
3166,,"GUREVICH, Yakov Grigor'evich ","PAVLOVICH, Boris Antonovich."
3167,,"GURWOOD, John.","Napier, William Francis Patrick "
3168,,"GUTHRIE, William ","FERGUSON, James "
3169,,"GUTHRIE, William ","FERGUSON, James "
3170,,"GUTHRIE, William ","FERGUSON, James "
3171,,"GUYOT, Arnold Henri.","FELTON, Cornelius Conway."
3172,,"GUYOT, Arnold Henri.","FELTON, Cornelius Conway."
3173,,"GUYOT, Yves ","LACROIX, Sigismond."
3174,,,"WHITEHEAD, Paul."
3175,,"H., A.",HARCOURT 
3176,,"H., A. K.","HOPKINS, Alice Kimball."
3177,,"H*********, Charles de.","BREMER, Fredrika."
3178,,E. H.,"Ham, Elizabeth."
3179,,"H., F. M.","HEXT, Frances Margery."
3180,,"H., G.","HARVEY, Gardiner."
3181,,"H., H. B.","HARRIS, H. B. "
3182,,"H., H. R.","MACKELLAR, Campbell."
3183,,J. H.,"HUTCHINSON, Jonathan "
3184,,"H., J.","SMITH, afterwards EARDLEY, Culling Eardley "
3185,,"H., J. ","PEARSON, Edwin."
3186,,"H., R. F.","HILL, Rosa F."
3187,,"H., S. ","HARDING, Samuel "
3188,,"H., S. H. A.","HERVEY, Sydenham Henry Augustus."
3189,,"H., T. A.","HULL, Thomas Arthur."
3190,,"HAAS, Hippolyt J.","KRUMM, Hermann."
3191,,,"WILLYAMS, Jane Louisa."
3192,,"HACK, Maria.","SMITH, David Murray."
3193,,"HACKLAENDER, Friedrich Wilhelm.","WOLTMANN, E."
3194,,"HADDEN, James M.","Rogers, Horatio."
3195,,,"JAMES, John George Wallace."
3196,,,"Cattermole, George"
3197,,,"CHAPMAN, George R."
3198,,,"Morris, Lewis "
3199,,,"HANCOCK, Charles "
3200,,"HAEBERLIN, Carl Ludwig.","HESSE, L. "
3201,,"Haeckel, Ernst Heinrich Philipp August","BELL, Clara "
3202,,"HAENDEL, Georg Friedrich.","CHRYSANDER, Karl Franz Friedrich."
3203,,"HAENKE, Thaddeus.","BALLIVIÁN, Manuel Vicente."
3204,,"HAENSEL, Johann Gottfried.","LATROBE, Christian Ignatius."
3205,,"HAEUSSER, Ludwig.","ONCKEN, Wilhelm."
3206,,,"WATSON, afterwards TAYLOR, George."
3207,,,"TABOR, afterwards STEPHENSON, Eliza."
3208,,"Haggard, H. Rider (Henry Rider)","GREIFFENHAGEN, Maurice."
3209,,"Haggard, H. Rider (Henry Rider)","WILSON, F. S. "
3210,,"HAGGARD, Joshua.","Braddon, M. E. (Mary Elizabeth)"
3211,,,"ANDRIESSEN, Jacob."
3212,,HAHN,"HERBERT, Mary Elizabeth "
3213,,"HAIGNERÉ, Daniel.","ROSNY, Arthur de."
3214,,"HAINES, Herbert.","Waller, Frederick S."
3215,,"HAJNIK, Károly.","FARKAS, Albert."
3216,,"HAKE, Alfred Egmont.","RICHETON, Léon."
3217,,"HAKE, Alfred Egmont ","LEFEBRE, J. G."
3218,,"Hake, Thomas Gordon","THOMPSON, afterwards MEYNELL, Alice Christiana."
3219,,"HAKLUYT, Richard.","GOLDSMID, Edmund Marsden."
3220,,"Hakluyt, Richard","Payne, Edward John"
3221,,"Hakluyt, Richard","Payne, Edward John"
3222,,"Hakluyt, Richard","BEAZLEY, Charles Raymond "
3223,,,"SCHATZ, Wilhelm."
3224,,"HALE, Edward Everett ","HALE, Susan "
3225,,"Halévy, Ludovic","GIRARDET, Jules."
3226,,"HALIBURTON, Robert Grant.","SAYCE, Archibald Henry."
3227,,"HALIDAY, Charles.","PRENDERGAST, John Patrick."
3228,,"HALL, A. D. ","Vane, Sutton"
3229,,"Hall, S. C. ","FAIRHOLT, Frederick William."
3230,,"Hall, S. C. ","FAIRHOLT, Frederick William."
3231,,"HALL, Charles Francis.","Franklin, John "
3232,,"HALL, Charles Francis.","LOREAU, Henriette."
3233,,"HALL, Henry ","MORRITT, John Bacon Sawrey."
3234,,"HALL, Hubert.","Poole, Reginald Lane"
3235,,"HALL, Joseph ","H., P."
3236,,"Jones, Sidney","Hall, Owen"
3237,,"HALL, Robert ","WRIGHT, William Aldis."
3238,,"Hall, S. C. (Samuel Carter)","Hall, S. C. "
3239,,"Hall, S. C. (Samuel Carter)","Hall, S. C. "
3240,,"Hall, S. C. (Samuel Carter)","Hall, S. C. "
3241,,"Hall, S. C. (Samuel Carter)","Hall, S. C. "
3242,,"Hall, S. C. (Samuel Carter)","Hall, S. C. "
3243,,"Hall, S. C. (Samuel Carter)","Hall, S. C. "
3244,,"Hall, S. C. (Samuel Carter)","Hall, S. C. "
3245,,"Hallam, Arthur Henry","Le Gallienne, Richard"
3246,,"HALSE, George.","BROWNE, Hablot Knight."
3247,,"HAMEL, Ernest.","CARRILHO VIDEIRA, José."
3248,,"HAMEL, Joseph von.","TRADESCANT, John "
3249,,"HAMEL, Joseph von.","CHANCELLOR, Richard."
3250,,"HAMER, Edward ","LLOYD, Howel William."
3251,,"HAMERTON, Philip Gilbert.","HAMERTON, Eugénie "
3252,,"HAMERTON, Philip Gilbert.","PENNELL, Joseph."
3253,,"HAMILTON, Charles Edward.","MÊJANEL, Pierre."
3254,,"HAMILTON, Frederick Fitzroy.","DOWSON, Alfred C."
3255,,"HAMILTON, Janet ","HAMILTON, James "
3256,,"HAMILTON, Thomas ","HARDMAN, Frederick."
3257,,"HAMILTON, Thomas ","GRACIE, John Black."
3258,,"HAMLIN, Marie Caroline Watson.","STEWART, Isabella "
3259,,"HAMLIN, Philip ","WOLCOT, John."
3260,,HAMMERSTEIN,"Waitz, Georg"
3261,,"HAMMICK, Horacio H.","WELLESLEY, Arthur Richard "
3262,,"HAMMOND, William ","Brydges, Egerton "
3263,,,"COLERIDGE, Christabel Rose."
3264,,"HANCE, Edward Walker Brandard Malkin ","MORTON, T. N."
3265,,"HANCOCK, Anson Uriel.","CASADO, José."
3266,,,"Surtees, Robert Smith"
3267,,HANET,"BROMFIELD, James."
3268,,,"Craik, Dinah Maria Mulock"
3269,,"HANNAY, David.","MacWhirter, John"
3270,,,"SIMONIDES, Constantine."
3271,,"HANNOVER, Nathan Nata ben Moses.","BENJAMIN, Israel Joseph."
3272,,"HANOTEAU, Louis Adolphe ","LETOURNEUX, Aristide."
3273,,"HANS, Albert.","ELIZAGA, Lorenzo."
3274,,"HANSON, James ","NIGHTINGALL, Miles "
3275,,"HANSSEN, J. ","WOLF, H. "
3276,,,"DAVIS, John Francis "
3277,,,"BATES, G. W."
3278,,,"PRESTWICH, Grace Anne "
3279,,,"ROTHERY, Charles William."
3280,,"HARDCASTLE, George.","HORNER, C. "
3281,,"HARDIE, John ","EDWARDS, David Herschell."
3282,,"HARDINGE, Henry ","GOUGH, Hugh "
3283,,"HARDY, A. S. F.","SAYCE, Archibald Henry."
3284,,"HARDY, John Stockdale.","Nichols, John Gough"
3285,,"Hardy, William ","HOUGHTON, Thomas "
3286,,"HARDYNG, John.","ELLIS, Henry "
3287,,"HARKER, Jarvis ","SYKES, Benjamin."
3288,,"HARLAND, John ","WILKINSON, Thomas Turner."
3289,,"HARLAND, John ","WILSON, Michael "
3290,,,AUBERT 
3291,,"HARMAN, S. W.","PARKER, Isaac Charles."
3292,,,"HODGSON, Francis."
3293,,"HARPER, Malcolm McLachlan.","Faed, John"
3294,,"HARPER, Malcolm McLachlan.","Faed, John"
3295,,"HARRIES, afterwards BARON","DANIEL, George "
3296,,"HARRIS, Augustus Glossop ","FALCONER, Edmund "
3297,,"HARRIS, Augustus Henry Glossop ","RALEIGH, Cecil "
3298,,"HARRIS, James ","HATCH, Henry John."
3299,,"Harris, J. Rendel (James Rendel)","HARRIS, Helen B."
3300,,"HARRIS, Joseph ","MOUNTFORT, William."
3301,,"HARRISON, A. Stewart.","MILLAIS, John Everett "
3302,,"HARRISON, James Albert.","Adam, G. Mercer (Graeme Mercer)"
3303,,"HARRISON, John ","MORGAN, J. "
3304,,"HARRISON, Wilmot.","SMEATON, William Henry Oliphant."
3305,,"HARRISSE, Henry.",CORTE
3306,,"HARRISSE, Henry.",CORTE
3307,,"HARROWER, Henry D.","GLAZIER, Willard Worcester."
3308,,"HARSHEIM, Friedrich Wilhelm ","SCHLUETER, C."
3309,,"HARTE, Walter.","STOCKDALE, John Joseph."
3310,,"Hartley, David","HARTLEY, David "
3311,,"HARTSHORNE, Charles Henry.","DELAMOTTE, Philip Henry."
3312,,"HARTT, Charles Frederick.","Agassiz, Louis"
3313,,,"PREST, Thomas Peckett."
3314,,"HASE, Carl Benedict.","HEINE, O."
3315,,"HASKEL, Daniel ","Smith, J. Calvin (John Calvin)"
3316,,"HASSELT, André Constant van ","JÉHOTTE, Louis."
3317,,"HASSENCAMP, Robert.","ROBINSON, E. A. "
3318,,"HATTON, Frank.","HATTON, Joseph "
3319,,"HATTON, Joseph ","WALKER, Robert "
3320,,"HATTON, Joseph ","IRVING, John Henry Brodribb "
3321,,"HATTON, Joseph ","HARVEY, Moses."
3322,,"HAUGHTON, Samuel ","TODD, James Henthorn."
3323,,"HAVARD, Henry.","FLAMENG, Léopold."
3324,,"HAVARD, Henry.","LALANNE, François Antoine Maxime."
3325,,"HAVARD, Henry.","LALANNE, François Antoine Maxime."
3326,,"HAVARD, Henry.","WARD, Annie."
3327,,"HAVASS, Rezső.","RITTER, Carl "
3328,,,"BROWN, John "
3329,,"HAVERGAL, Frances Ridley.","CRAMM, Helga von "
3330,,"HAWES, Benjamin ","FELLOWS, Charles "
3331,,"HAWKER, Robert ","PLIMSOLL, Joseph."
3332,,"Hawker, Robert Stephen","WALLIS, Alfred."
3333,,"HAWKINS, Thomas ","MARTIN, John "
3334,,"HAWKS, Francis Lister.","Perry, Matthew Calbraith"
3335,,"HAXTHAUSEN, August von ","FARIE, Robert."
3336,,"HAXTHAUSEN, August von ","TAYLOR, John Edward "
3337,,"HAY, Frank ","BULLOCH, John Malcolm."
3338,,"HAY, George ","ADAM, John "
3339,,"HAY, J. Marley.","GIBB, Andrew."
3340,,"HAYDON, George Henry.","HAINSSELIN, Henry."
3341,,"HAYES, George ","Busk, Hans"
3342,,"HAYES, Isaac Israel.","RENARD, Léon."
3343,,"HAYES, Isaac Israel.","RECLUS, J. M. L."
3344,,"HAYES, Isaac Israel.","TUGNOT DE LANOYE, Ferdinand."
3345,,,"CRANE, Walter."
3346,,"HEAD, Francis Bond ","KINGLAKE, Alexander William."
3347,,"HEARNE, Thomas ","DOBLE, Charles Edward."
3348,,,"Oliphant, (Margaret) "
3349,,,"Gore,  (Catherine Grace Frances) "
3350,,"HEATH, Dunbar Isidore.","CORBAUX, Marie Françoise Catherine Doetter."
3351,,"HEATH, George ","BADNALL, James."
3352,,,"MARSH, afterwards MARSH"
3353,,"HEAVISIDES, Edward Marsh.","HEAVISIDES, Henry."
3354,,"HEBER, Reginald ","HEBER, Amelia."
